district,variety,wt_ave_base,tons,type,brixfactor,revenue
dist15,Tannat ,1600.0,3.8,Red Wine,100.0,4800
dist15,Tempranillo * ,1353.33,7.5,Red Wine,9316.666666666666,9471
dist15,Zinfandel ,673.32,368.1,Red Wine,4266.666666666667,247664
dist15,Other Red  b/ ,1600.0,0.8,Red Wine,100.0,0
dist16,Other Table  b/ ,500.0,5.0,Table,100.0,2500
dist16,Albarino ,1966.89,40.6,White Wine,1475.0,78640
dist16,Arneis ,2278.17,30.9,White Wine,9466.666666666666,68340
dist16,Chardonnay * ,1876.16,93.0,White Wine,6464.285714285715,174468
dist16,Chenin Blanc ,1693.33,4.5,White Wine,100.0,6772
dist16,Fiano ,2135.48,3.1,White Wine,100.0,6405
dist16,Grenache Blanc ,2059.63,16.1,White Wine,100.0,32944
dist16,Malvasia Bianca ,967.0,7.2,White Wine,13400.0,6769
dist16,Marsanne ,1442.86,3.5,White Wine,100.0,4326
dist16,Muscat Blanc * ,1884.79,119.3,White Wine,4091.6666666666665,224196
dist16,Muscat Orange ,1700.0,0.1,White Wine,13100.0,0
dist16,Palomino * ,500.0,19.0,White Wine,100.0,9500
dist16,Pecorino ,2300.0,17.0,White Wine,100.0,39100
dist16,Picpoul Blanc ,2200.0,1.5,White Wine,100.0,2200
dist16,Pinot Gris * ,1986.2,56.3,White Wine,6012.5,111216
dist16,Roussanne ,1646.06,49.9,White Wine,3150.0,80654
dist16,Sauvignon Blanc ,1807.92,48.8,White Wine,8460.0,86736
dist16,Semillon ,1600.0,0.4,White Wine,100.0,0
dist16,Verdelho ,2100.0,7.1,White Wine,100.0,14700
dist16,Vermentino * ,2122.77,83.7,White Wine,1933.3333333333333,176126
dist16,Viognier ,1620.0,54.9,White Wine,6733.333333333333,87480
dist16,White Riesling * ,1753.62,21.3,White Wine,2125.0,36813
dist16,Other White  b/ ,2205.56,9.0,White Wine,100.0,19845
dist16,Aglianico ,2495.15,18.7,Red Wine,11700.0,44910
dist16,Aleatico ,2104.26,4.7,Red Wine,8950.0,8416
dist16,Alicante Bouschet * ,1114.89,18.8,Red Wine,100.0,20052
dist16,Barbera ,2143.57,63.7,Red Wine,7353.846153846154,135009
dist16,Cabernet Franc ,1750.36,131.3,Red Wine,11056.521739130434,229250
dist16,Cabernet Sauvignon ,1812.7,365.5,Red Wine,8343.589743589744,661380
dist16,Carignane ,1472.85,49.4,Red Wine,9450.0,72128
dist16,Carmenere ,1588.24,1.7,Red Wine,10550.0,1588
dist16,Cinsaut * ,1733.42,49.8,Red Wine,1425.0,84917
dist16,Counoise ,1400.0,2.0,Red Wine,10700.0,2800
dist16,Grenache * ,1434.98,128.2,Red Wine,6905.555555555556,183552
dist16,Malbec ,1799.79,66.8,Red Wine,3447.0588235294117,118734
dist16,Merlot ,1814.37,184.2,Red Wine,10125.806451612903,333776
dist16,Mission ,528.43,29.9,Red Wine,8950.0,15312
dist16,Monastrell ,2100.0,1.1,Red Wine,100.0,2100
dist16,Montepulciano ,2452.06,100.7,Red Wine,3583.3333333333335,245200
dist16,Mourvedre * ,1890.88,40.9,Red Wine,8125.0,75600
dist16,Nebbiolo ,1851.72,11.6,Red Wine,2125.0,20361
dist16,Negroamaro ,1140.0,5.7,Red Wine,13400.0,5700
dist16,Petit Verdot ,1785.54,23.3,Red Wine,8257.142857142857,41055
dist16,Petite Sirah ,1990.6,188.6,Red Wine,7765.384615384615,374120
dist16,Pinot Noir ,1794.44,7.2,Red Wine,8650.0,12558
dist16,Primitivo ,1483.88,14.7,Red Wine,15566.666666666666,20762
dist16,Ruby Cabernet ,1800.0,1.7,Red Wine,100.0,1800
dist16,Sagrantino ,2237.94,16.1,Red Wine,8650.0,35792
dist16,Sangiovese * ,2100.98,175.3,Red Wine,6070.555555555556,367500
dist16,Syrah * ,1768.92,214.0,Red Wine,9580.555555555555,378352
dist16,Tannat ,725.29,3.3,Red Wine,8950.0,2175
dist16,Tempranillo * ,1978.15,97.2,Red Wine,5509.523809523809,191866
dist16,Zinfandel ,1920.35,142.1,Red Wine,7887.5,272640
dist17,Albarino ,675.35,1401.7,White Wine,14515.714285714286,945675
dist17,Chardonnay * ,600.14,44472.3,White Wine,20777.0,26683200
dist17,Chenin Blanc ,451.51,8692.5,White Wine,5564.0,3920092
dist17,Cortese ,607.86,60.3,White Wine,2700.0,36420
dist17,Fiano ,1060.0,5.5,White Wine,100.0,5300
dist17,Gewurztraminer ,597.52,5504.3,White Wine,16778.2,3285888
dist17,Gruner Veltliner ,581.42,78.0,White Wine,21325.0,45318
dist17,Muscat Blanc * ,607.95,396.1,White Wine,100.0,240372
dist17,Muscat of Alexandria ,891.48,90.4,White Wine,20700.0,80190
dist17,Pinot Gris * ,589.91,18784.1,White Wine,19869.1,11063776
dist17,Sauvignon Blanc ,546.78,11177.7,White Wine,17286.322580645163,6102642
dist17,Semillon ,297.14,525.1,White Wine,100.0,155925
dist17,Symphony ,267.82,147.4,White Wine,850.0,39249
dist17,Verdejo ,1428.57,7.0,White Wine,100.0,9996
dist17,Verdelho ,580.96,183.9,White Wine,21400.0,106140
dist17,Viognier ,584.88,2445.3,White Wine,31368.333333333332,1427880
dist17,White Riesling * ,606.73,4886.9,White Wine,14087.25,2960916
dist17,Other White  b/ ,484.4,70.4,White Wine,100.0,33880
dist17,Aglianico ,1498.44,4.8,Red Wine,100.0,5992
dist17,Barbera ,1202.6,19.2,Red Wine,4216.666666666667,22838
dist17,Cabernet Franc ,878.89,120.1,Red Wine,6370.0,105360
dist17,Cabernet Sauvignon ,872.81,1607.1,Red Wine,5343.75,1401304
dist17,Carignane ,600.0,0.5,Red Wine,100.0,0
dist17,Gamay (Napa) * ,510.6,132.1,Red Wine,100.0,67320
dist17,Graciano ,600.0,0.5,Red Wine,100.0,0
dist17,Grenache * ,1207.35,22.8,Red Wine,3557.1428571428573,26554
dist17,Malbec ,754.32,99.5,Red Wine,5787.5,74646
dist17,Merlot ,603.59,4588.3,Red Wine,15831.3125,2766564
dist17,Mourvedre * ,1420.21,7.3,Red Wine,8460.0,9940
dist17,Nebbiolo ,1545.89,7.3,Red Wine,5933.333333333333,10815
dist17,Nero D'Avola * ,1400.0,1.4,Red Wine,100.0,1400
dist17,Petit Verdot ,1211.95,11.3,Red Wine,8520.0,13321
dist17,Petite Sirah ,733.87,8159.3,Red Wine,21889.153846153848,5980547
dist17,Pinot Noir ,714.93,22665.5,Red Wine,19703.14285714286,16182810
dist17,Primitivo ,1230.77,11.7,Red Wine,100.0,13530
dist17,Tannat ,1044.32,68.9,Red Wine,7855.555555555556,70992
dist17,Tempranillo * ,997.72,195.7,Red Wine,9178.57142857143,194415
dist17,Teroldego ,716.57,1054.9,Red Wine,12888.125,754664
dist17,Zinfandel ,249.57,2502.6,Red Wine,3400.0,622998
dist17,Other Red  b/ ,500.0,53.5,Red Wine,100.0,26500
