type,variety,level_2,dist01,dist02,dist03,dist04,dist05,dist06,dist07,dist08,dist09,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17
White Wine,Palomino * ,brixfactor,0.0,0.0,11500.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,100.0,100.0,0.0
White Wine,Palomino * ,tons,0.0,0.0,7.7,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,732.8,0.0,10.0,19.0,0.0
White Wine,Palomino * ,wt_ave_base,0.0,0.0,2453.77,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,245.62,0.0,500.0,500.0,0.0
White Wine,Pecorino ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
White Wine,Pecorino ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
White Wine,Pecorino ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0
White Wine,Picpoul Blanc ,brixfactor,100.0,100.0,4375.0,100.0,0.0,0.0,100.0,4562.5,100.0,5002.857142857143,9400.0,0.0,2345.0,0.0,0.0,100.0,0.0
White Wine,Picpoul Blanc ,tons,0.9,0.6,4.6,6.6,0.0,0.0,35.0,44.3,0.3,19.3,1.1,0.0,8.0,0.0,0.0,1.5,0.0
White Wine,Picpoul Blanc ,wt_ave_base,4000.0,1300.0,2797.83,2000.0,0.0,0.0,1003.0,2393.78,1750.0,2100.0,1750.0,0.0,1218.75,0.0,0.0,2200.0,0.0
White Wine,Pinot Blanc ,brixfactor,9480.0,17800.0,4325.0,2000.0,0.0,16200.0,1928.5714285714287,2237.5,0.0,17400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Pinot Blanc ,tons,42.7,1.1,160.8,37.5,0.0,12.1,566.2,61.8,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Pinot Blanc ,wt_ave_base,1477.11,4000.0,2276.11,1929.87,0.0,1317.52,1258.99,3450.41,0.0,1500.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Pinot Gris * ,brixfactor,1553.3333333333333,10450.0,7016.0,2300.0,7219.833333333333,4677.272727272727,8196.666666666666,4970.731707317073,8880.0,4042.8571428571427,14264.478260869566,11673.190476190477,8265.0,4550.0,0.0,6012.5,19869.1
White Wine,Pinot Gris * ,tons,244.5,79.7,822.0,220.2,1808.3,553.2,6271.6,1622.8,3870.7,45.1,68472.0,32911.2,62030.9,12936.1,0.0,56.3,18784.1
White Wine,Pinot Gris * ,wt_ave_base,1637.35,1290.46,1907.19,1879.17,704.18,344.47,1196.45,1007.67,349.14,1277.94,503.0,300.55,417.12,167.75,0.0,1986.2,589.91
White Wine,Ribolla Gialla * ,brixfactor,0.0,0.0,8025.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Ribolla Gialla * ,tons,0.0,0.0,16.3,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Ribolla Gialla * ,wt_ave_base,0.0,0.0,2788.34,3424.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Roussanne ,brixfactor,100.0,8333.333333333334,4457.142857142857,0.0,0.0,0.0,0.0,5665.0,2750.0,6818.222222222223,100.0,0.0,2345.0,0.0,0.0,3150.0,0.0
White Wine,Roussanne ,tons,41.2,45.1,69.6,0.0,0.0,0.0,0.0,219.3,12.5,50.8,39.6,0.0,11.4,0.0,0.0,49.9,0.0
White Wine,Roussanne ,wt_ave_base,2107.43,1568.3,2892.78,0.0,0.0,0.0,0.0,2417.86,1477.2,1960.25,919.7,0.0,1191.55,0.0,0.0,1646.06,0.0
White Wine,Sauvignon Blanc ,brixfactor,6549.8125,9161.085714285715,7053.9064327485385,4955.428571428572,2662.5,4738.0952380952385,5482.35294117647,7627.036144578313,2700.0,6910.526315789473,13716.576923076924,15887.4,3300.0,100.0,100.0,8460.0,17286.322580645163
White Wine,Sauvignon Blanc ,tons,2669.9,12373.4,10460.9,7153.5,415.7,474.9,3940.3,6055.7,293.9,458.1,21537.4,5107.0,991.9,3490.9,1.5,48.8,11177.7
White Wine,Sauvignon Blanc ,wt_ave_base,1392.56,1247.27,1814.4,2485.34,1081.9,837.67,1191.29,1427.48,585.59,1061.41,508.59,500.42,518.37,195.02,1100.0,1807.92,546.78
White Wine,Sauvignon Gris ,brixfactor,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Gris ,tons,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Gris ,wt_ave_base,0.0,0.0,0.0,2373.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Musque ,brixfactor,100.0,14700.0,2514.285714285714,1812.5,0.0,0.0,3833.3333333333335,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Musque ,tons,91.7,152.3,145.9,130.1,0.0,0.0,40.5,14.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Musque ,wt_ave_base,1600.0,1303.68,1820.39,2461.12,0.0,0.0,1543.95,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Vert * ,brixfactor,0.0,0.0,100.0,2260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Vert * ,tons,0.0,0.0,7.8,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Sauvignon Vert * ,wt_ave_base,0.0,0.0,2408.75,2739.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Semillon ,brixfactor,3444.4444444444443,4980.0,2090.0,2462.8571428571427,0.0,17000.0,100.0,6260.0,100.0,9890.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0
White Wine,Semillon ,tons,65.1,123.5,173.7,287.9,0.0,0.8,8.1,17.1,1.3,30.6,1091.1,0.0,0.0,0.0,0.0,0.4,525.1
White Wine,Semillon ,wt_ave_base,1695.39,1270.2,2498.42,3089.01,0.0,1600.0,1675.0,2050.58,1400.0,1353.04,316.97,0.0,0.0,0.0,0.0,1600.0,297.14
White Wine,St. Emilion * ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,St. Emilion * ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,St. Emilion * ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766.67,2077.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Symphony ,brixfactor,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3942.8571428571427,2700.0,7350.0,0.0,0.0,0.0,850.0
White Wine,Symphony ,tons,0.0,0.0,0.0,0.0,134.2,0.0,0.0,0.0,0.0,0.0,1899.5,1709.9,10030.1,0.0,0.0,0.0,147.4
White Wine,Symphony ,wt_ave_base,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,279.72,277.1,267.42,0.0,0.0,0.0,267.82
White Wine,Tocai Friulano ,brixfactor,100.0,0.0,7000.0,2733.3333333333335,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Tocai Friulano ,tons,27.0,0.0,6.0,7.9,0.0,0.0,0.0,6.8,0.0,4.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Tocai Friulano ,wt_ave_base,1490.74,0.0,2690.83,3347.78,0.0,0.0,0.0,2392.23,0.0,1900.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Torrontes ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,2975.0,100.0,0.0,0.0,0.0,0.0,0.0
White Wine,Torrontes ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19.9,0.9,0.0,0.0,0.0,0.0,0.0
White Wine,Torrontes ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,1466.83,1450.0,0.0,0.0,0.0,0.0,0.0
White Wine,Triplett Blanc ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366.666666666667,0.0,0.0,0.0,0.0
White Wine,Triplett Blanc ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12745.7,0.0,0.0,0.0,0.0
White Wine,Triplett Blanc ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.49,0.0,0.0,0.0,0.0
White Wine,Verdejo ,brixfactor,0.0,0.0,100.0,100.0,100.0,0.0,0.0,17000.0,0.0,11433.333333333334,3766.6666666666665,0.0,0.0,0.0,0.0,0.0,100.0
White Wine,Verdejo ,tons,0.0,0.0,3.4,2.0,1.8,0.0,0.0,1.2,0.0,13.9,19.0,0.0,0.0,0.0,0.0,0.0,7.0
White Wine,Verdejo ,wt_ave_base,0.0,0.0,1725.0,2500.0,600.0,0.0,0.0,1600.0,0.0,1406.47,1630.53,0.0,0.0,0.0,0.0,0.0,1428.57
White Wine,Verdelho ,brixfactor,0.0,0.0,100.0,0.0,100.0,100.0,0.0,9600.0,100.0,5475.0,1770.0,100.0,100.0,0.0,0.0,100.0,21400.0
White Wine,Verdelho ,tons,0.0,0.0,1.0,0.0,9.3,12.9,0.0,34.3,180.6,13.0,2734.6,7.0,15.0,0.0,0.0,7.1,183.9
White Wine,Verdelho ,wt_ave_base,0.0,0.0,2000.0,0.0,1136.56,1300.0,0.0,1438.78,1953.31,1593.37,538.54,1440.0,1500.0,0.0,0.0,2100.0,580.96
White Wine,Vermentino * ,brixfactor,0.0,100.0,2420.0,3516.6666666666665,0.0,0.0,5700.0,5200.0,4000.0,5569.2307692307695,7914.285714285715,0.0,0.0,0.0,0.0,1933.3333333333333,0.0
White Wine,Vermentino * ,tons,0.0,4.2,87.5,34.5,0.0,0.0,30.2,51.4,37.7,53.6,764.6,0.0,0.0,0.0,0.0,83.7,0.0
White Wine,Vermentino * ,wt_ave_base,0.0,1800.0,2376.34,2175.52,0.0,0.0,1070.55,2072.91,1700.0,1837.85,558.38,0.0,0.0,0.0,0.0,2122.77,0.0
White Wine,Vernaccia ,brixfactor,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Vernaccia ,tons,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Vernaccia ,wt_ave_base,0.0,0.0,2684.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine,Viognier ,brixfactor,10345.0,7066.666666666667,5178.571428571428,8322.894736842105,100.0,5250.0,1977.7777777777778,6067.041237113402,7740.0,5765.625,25318.935483870966,4550.0,7828.571428571428,100.0,1150.0,6733.333333333333,31368.333333333332
White Wine,Viognier ,tons,225.5,67.6,335.6,69.7,117.8,12.4,79.1,1244.2,462.4,172.7,7763.2,1712.3,86.6,1.1,3.2,54.9,2445.3
White Wine,Viognier ,wt_ave_base,1409.51,1373.34,2696.31,3780.3,792.39,1537.1,1601.06,1369.52,1567.26,1728.74,457.68,438.75,547.58,1500.0,1956.94,1620.0,584.88
White Wine,White Riesling * ,brixfactor,5300.0,100.0,4573.333333333333,100.0,7722.6,3717.5,7305.0,688.8888888888889,100.0,100.0,14391.625,16001.666666666666,20800.0,0.0,100.0,2125.0,14087.25
White Wine,White Riesling * ,tons,120.8,46.3,139.5,132.6,416.3,6.9,4101.0,362.7,8.3,11.7,2570.9,1359.2,0.8,0.0,2.0,21.3,4886.9
White Wine,White Riesling * ,wt_ave_base,2459.83,1396.11,2293.27,2970.29,823.31,1660.87,812.25,1269.84,1609.64,1673.86,487.62,330.32,800.0,0.0,1500.0,1753.62,606.73
